t,rt,cond,sub,a,r,acc,s,block
5,772,2,7,2,0,1,1,1
6,793,2,7,2,0,0,2,1
7,632,2,7,2,1,1,3,1
8,872,2,7,2,1,0,2,1
9,1261,2,7,2,1,1,1,1
10,1040,2,7,2,0,0,2,1
11,623,2,7,2,0,1,3,1
12,809,2,7,2,0,1,1,1
13,NaN,2,7,1,0,0,1,1
14,576,2,7,2,1,1,3,1
15,674,2,7,2,0,0,2,1
16,NaN,2,7,1,1,1,2,1
17,NaN,2,7,1,0,0,1,1
18,416,2,7,2,1,1,3,1
19,NaN,2,7,1,0,0,1,1
20,607,2,7,2,0,0,2,1
21,599,2,7,2,1,1,3,1
22,1162,2,7,2,0,0,2,1
23,NaN,2,7,1,1,0,1,1
24,488,2,7,2,1,1,3,1
25,491,2,7,2,0,1,1,1
26,630,2,7,2,1,1,3,1
27,665,2,7,2,0,0,2,1
28,580,2,7,2,0,0,2,1
29,NaN,2,7,1,0,0,1,1
30,388,2,7,2,1,1,3,1
31,854,2,7,2,1,1,1,1
32,639,2,7,2,1,1,3,1
33,669,2,7,2,1,0,2,1
34,675,2,7,2,1,1,3,1
35,667,2,7,2,0,0,2,1
36,NaN,2,7,1,1,0,1,1
37,415,2,7,2,0,1,3,1
38,788,2,7,2,1,1,1,1
39,668,2,7,2,0,0,2,1
40,950,2,7,2,1,1,1,1
41,1161,2,7,2,0,0,2,1
42,658,2,7,2,1,1,3,1
43,724,2,7,2,1,1,3,1
44,NaN,2,7,1,1,0,1,1
45,672,2,7,2,0,0,2,1
46,659,2,7,2,1,1,3,1
47,NaN,2,7,1,1,1,2,1
48,448,2,7,2,0,1,1,1
49,580,2,7,2,1,1,1,1
50,659,2,7,2,0,0,2,1
51,660,2,7,2,1,1,3,1
52,1209,2,7,2,1,0,2,1
53,NaN,2,7,1,0,0,1,1
54,609,2,7,2,1,1,3,1
55,642,2,7,2,1,0,2,1
56,630,2,7,2,1,1,3,1
57,NaN,2,7,1,0,0,1,1
58,774,2,7,2,1,1,1,1
59,538,2,7,2,1,1,3,1
60,981,2,7,2,0,0,2,1
61,NaN,2,7,1,0,0,1,1
62,482,2,7,2,0,1,3,1
63,549,2,7,2,0,0,2,1
64,NaN,2,7,1,0,1,2,1
65,406,2,7,2,0,1,3,1
66,NaN,2,7,1,0,0,1,1
67,NaN,2,7,1,0,0,3,1
68,NaN,2,7,1,1,0,1,1
69,798,2,7,2,0,0,2,1
70,NaN,2,7,1,0,0,3,1
71,NaN,2,7,1,1,1,2,1
72,406,2,7,2,1,1,1,1
73,708,2,7,2,0,0,2,1
74,378,2,7,2,1,1,1,1
75,NaN,2,7,1,0,0,3,1
76,1399,2,7,2,1,1,1,1
77,NaN,2,7,1,1,0,3,1
78,628,2,7,2,0,0,2,1
79,911,2,7,2,0,0,2,1
80,1150,2,7,2,1,1,3,1
81,741,2,7,2,0,1,1,1
82,452,2,7,2,1,1,3,1
83,NaN,2,7,1,1,1,2,1
84,557,2,7,2,1,1,1,1
85,505,2,7,2,1,1,1,1
86,1373,2,7,2,0,0,2,1
87,NaN,2,7,1,1,0,3,1
88,379,2,7,2,1,1,1,1
89,1024,2,7,2,0,0,2,1
90,883,2,7,2,1,1,3,1
91,413,2,7,2,1,1,1,1
92,NaN,2,7,1,1,1,2,1
93,490,2,7,2,1,1,3,1
94,503,2,7,2,1,1,1,1
95,1227,2,7,2,1,1,3,1
96,552,2,7,2,1,0,2,1
97,804,2,7,2,1,1,3,1
98,824,2,7,2,0,0,2,1
99,452,2,7,2,1,1,1,1
100,602,2,7,2,1,1,1,1
101,NaN,2,7,1,1,1,2,1
102,726,2,7,2,1,1,3,1
103,NaN,2,7,1,1,1,2,1
104,515,2,7,2,0,1,3,1
105,654,2,7,2,1,1,1,1
106,521,2,7,2,1,0,2,1
107,559,2,7,2,0,1,3,1
108,653,2,7,2,1,1,1,1
109,764,2,7,2,1,0,2,1
110,614,2,7,2,1,1,1,1
111,NaN,2,7,1,0,0,3,1
112,645,2,7,2,0,1,1,1
113,NaN,2,7,1,0,0,3,1
114,397,2,7,2,0,0,2,1
115,NaN,2,7,1,1,1,2,1
116,694,2,7,2,1,1,1,1
117,NaN,2,7,1,0,0,3,1
118,634,2,7,2,0,1,1,1
119,NaN,2,7,1,0,0,3,1
120,488,2,7,2,1,0,2,1
1,NaN,2,8,1,0,0,3,1
2,NaN,2,8,1,0,0,1,1
3,NaN,2,8,1,1,1,2,1
4,1403,2,8,2,1,0,2,1
5,1397,2,8,2,1,1,3,1
6,1195,2,8,2,1,1,1,1
7,1397,2,8,2,1,1,1,1
8,1147,2,8,2,1,1,3,1
9,1583,2,8,2,1,0,2,1
10,NaN,2,8,1,0,1,2,1
11,661,2,8,2,1,1,3,1
12,245,2,8,2,1,1,1,1
13,949,2,8,2,1,1,3,1
14,NaN,2,8,1,0,1,2,1
15,NaN,2,8,1,0,0,1,1
16,NaN,2,8,1,0,0,3,1
17,NaN,2,8,1,0,0,1,1
18,358,2,8,2,0,0,2,1
19,239,2,8,2,0,1,3,1
20,311,2,8,2,0,0,2,1
21,281,2,8,2,1,1,1,1
22,768,2,8,2,1,1,3,1
23,1218,2,8,2,1,1,1,1
24,1801,2,8,2,0,0,2,1
25,NaN,2,8,1,1,1,2,1
26,624,2,8,2,1,1,1,1
27,452,2,8,2,1,1,3,1
28,NaN,2,8,1,1,0,1,1
29,278,2,8,2,0,0,2,1
30,328,2,8,2,1,1,3,1
31,706,2,8,2,1,1,1,1
32,1360,2,8,2,0,1,3,1
33,257,2,8,2,0,0,2,1
34,1230,2,8,2,1,1,3,1
35,1263,2,8,2,1,1,1,1
36,NaN,2,8,1,1,1,2,1
37,956,2,8,2,1,0,2,1
38,427,2,8,2,1,1,1,1
39,NaN,2,8,1,0,0,3,1
40,858,2,8,2,0,0,2,1
41,1196,2,8,2,1,1,3,1
42,746,2,8,2,0,1,1,1
43,NaN,2,8,1,1,0,1,1
44,310,2,8,2,0,1,3,1
45,444,2,8,2,0,0,2,1
46,453,2,8,2,1,1,3,1
47,616,2,8,2,0,0,2,1
48,269,2,8,2,1,1,1,1
49,219,2,8,2,1,1,3,1
50,507,2,8,2,1,1,1,1
51,285,2,8,2,0,0,2,1
52,301,2,8,2,1,1,3,1
53,1159,2,8,2,1,1,1,1
54,352,2,8,2,0,0,2,1
55,1727,2,8,2,1,1,3,1
56,816,2,8,2,0,0,2,1
57,1397,2,8,2,0,1,1,1
58,1136,2,8,2,1,1,1,1
59,NaN,2,8,1,0,0,3,1
60,545,2,8,2,0,0,2,1
61,1575,2,8,2,1,1,3,1
62,539,2,8,2,0,0,2,1
63,800,2,8,2,1,1,1,1
64,1005,2,8,2,0,1,3,1
65,1067,2,8,2,1,1,1,1
66,NaN,2,8,1,1,1,2,1
67,576,2,8,2,1,1,3,1
68,1217,2,8,2,0,0,2,1
69,1379,2,8,2,0,1,1,1
70,928,2,8,2,0,0,2,1
71,509,2,8,2,0,1,1,1
72,919,2,8,2,1,1,3,1
73,NaN,2,8,1,0,0,1,1
74,1059,2,8,2,0,0,2,1
75,936,2,8,2,1,1,3,1
76,NaN,2,8,1,1,1,2,1
77,228,2,8,2,1,1,3,1
78,NaN,2,8,1,0,0,1,1
79,NaN,2,8,1,1,0,1,1
80,415,2,8,2,0,0,2,1
81,1024,2,8,2,1,1,3,1
82,1159,2,8,2,1,1,1,1
83,647,2,8,2,1,1,3,1
84,NaN,2,8,1,0,1,2,1
85,254,2,8,2,0,0,2,1
86,1282,2,8,2,1,1,3,1
87,NaN,2,8,1,0,0,1,1
88,1406,2,8,2,1,1,3,1
89,952,2,8,2,0,0,2,1
90,651,2,8,2,1,1,1,1
91,NaN,2,8,1,0,0,3,1
92,507,2,8,2,0,0,2,1
93,1296,2,8,2,0,1,1,1
94,405,2,8,2,1,1,3,1
95,336,2,8,2,0,0,2,1
96,1574,2,8,2,1,1,1,1
97,870,2,8,2,1,1,1,1
98,NaN,2,8,1,1,1,2,1
99,979,2,8,2,1,1,3,1
100,724,2,8,2,1,1,3,1
101,NaN,2,8,1,0,0,1,1
102,NaN,2,8,1,0,1,2,1
103,750,2,8,2,0,0,2,1
104,212,2,8,2,1,1,1,1
105,1233,2,8,2,1,1,3,1
106,NaN,2,8,1,1,1,2,1
107,832,2,8,2,1,1,1,1
108,1760,2,8,2,1,1,3,1
109,NaN,2,8,1,0,0,1,1
110,720,2,8,2,1,1,3,1
111,1203,2,8,2,0,0,2,1
112,858,2,8,2,0,0,2,1
113,1017,2,8,2,1,1,1,1
114,808,2,8,2,1,1,3,1
115,NaN,2,8,1,1,1,2,1
116,NaN,2,8,1,0,0,3,1
117,695,2,8,2,1,1,1,1
118,753,2,8,2,1,1,3,1
119,935,2,8,2,1,1,1,1
120,NaN,2,8,1,1,1,2,1
1,NaN,1,9,1,0,0,1,1
2,1437,1,9,2,0,0,2,1
3,NaN,1,9,1,0,NaN,3,1
4,1082,1,9,2,0,0,2,1
5,505,1,9,2,0,1,1,1
6,397,1,9,2,0,NaN,3,1
7,NaN,1,9,1,0,NaN,3,1
8,709,1,9,2,0,0,2,1
9,NaN,1,9,1,1,0,1,1
10,NaN,1,9,1,1,1,2,1
11,NaN,1,9,1,0,NaN,3,1
12,517,1,9,2,1,1,1,1
13,423,1,9,2,1,0,2,1
14,387,1,9,2,1,1,1,1
15,NaN,1,9,1,0,NaN,3,1
16,713,1,9,2,0,0,2,1
17,416,1,9,2,1,1,1,1
18,NaN,1,9,1,0,NaN,3,1
19,NaN,1,9,1,0,1,2,1
20,NaN,1,9,1,0,0,1,1
21,NaN,1,9,1,0,NaN,3,1
22,406,1,9,2,1,1,1,1
23,NaN,1,9,1,0,NaN,3,1
24,564,1,9,2,1,0,2,1
25,401,1,9,2,0,0,2,1
26,829,1,9,2,0,NaN,3,1
27,351,1,9,2,1,1,1,1
28,NaN,1,9,1,0,NaN,3,1
29,1040,1,9,2,0,0,2,1
30,379,1,9,2,1,1,1,1
31,754,1,9,2,0,1,1,1
32,615,1,9,2,0,NaN,3,1
33,331,1,9,2,0,0,2,1
34,NaN,1,9,1,1,1,2,1
35,NaN,1,9,1,0,0,1,1
36,NaN,1,9,1,1,NaN,3,1
37,NaN,1,9,1,1,0,1,1
38,549,1,9,2,0,NaN,3,1
39,341,1,9,2,0,0,2,1
40,822,1,9,2,0,1,1,1
41,NaN,1,9,1,1,1,2,1
42,968,1,9,2,0,NaN,3,1
43,NaN,1,9,1,0,NaN,3,1
44,NaN,1,9,1,1,0,1,1
45,556,1,9,2,0,0,2,1
46,374,1,9,2,0,1,1,1
47,1611,1,9,2,1,NaN,3,1
48,NaN,1,9,1,1,1,2,1
49,1098,1,9,2,0,NaN,3,1
50,674,1,9,2,1,0,2,1
51,1132,1,9,2,0,1,1,1
52,NaN,1,9,1,0,0,1,1
53,1096,1,9,2,0,NaN,3,1
54,329,1,9,2,0,0,2,1
55,NaN,1,9,1,1,NaN,3,1
56,1303,1,9,2,1,1,1,1
57,NaN,1,9,1,1,1,2,1
58,431,1,9,2,0,NaN,3,1
59,1104,1,9,2,0,0,2,1
60,809,1,9,2,0,1,1,1
61,1511,1,9,2,1,0,2,1
62,1173,1,9,2,1,1,1,1
63,959,1,9,2,1,NaN,3,1
64,781,1,9,2,0,0,2,1
65,NaN,1,9,1,0,NaN,3,1
66,NaN,1,9,1,1,0,1,1
67,1633,1,9,2,1,NaN,3,1
68,1079,1,9,2,1,1,1,1
69,834,1,9,2,0,0,2,1
70,1225,1,9,2,1,1,1,1
71,605,1,9,2,0,NaN,3,1
72,360,1,9,2,0,0,2,1
73,NaN,1,9,1,0,NaN,3,1
74,402,1,9,2,1,1,1,1
75,375,1,9,2,0,0,2,1
76,1418,1,9,2,0,0,2,1
77,NaN,1,9,1,0,0,1,1
78,298,1,9,2,0,NaN,3,1
79,1466,1,9,2,1,0,2,1
80,320,1,9,2,1,1,1,1
81,283,1,9,2,0,NaN,3,1
82,NaN,1,9,1,1,NaN,3,1
83,675,1,9,2,1,1,1,1
84,NaN,1,9,1,1,1,2,1
85,NaN,1,9,1,1,1,2,1
86,287,1,9,2,1,1,1,1
87,NaN,1,9,1,0,NaN,3,1
88,NaN,1,9,1,0,0,1,1
89,NaN,1,9,1,1,NaN,3,1
90,71,1,9,2,0,0,2,1
91,NaN,1,9,1,0,0,1,1
92,704,1,9,2,0,0,2,1
93,NaN,1,9,1,0,NaN,3,1
94,372,1,9,2,1,NaN,3,1
95,502,1,9,2,0,0,2,1
96,1262,1,9,2,0,1,1,1
97,1227,1,9,2,1,NaN,3,1
98,NaN,1,9,1,0,0,1,1
99,NaN,1,9,1,1,1,2,1
100,NaN,1,9,1,0,1,2,1
101,NaN,1,9,1,1,NaN,3,1
102,1388,1,9,2,1,1,1,1
103,817,1,9,2,1,1,1,1
104,993,1,9,2,0,NaN,3,1
105,395,1,9,2,0,0,2,1
106,1464,1,9,2,0,0,2,1
107,NaN,1,9,1,1,NaN,3,1
108,1202,1,9,2,1,1,1,1
109,857,1,9,2,0,NaN,3,1
110,1606,1,9,2,0,0,2,1
111,NaN,1,9,1,0,0,1,1
112,1173,1,9,2,1,NaN,3,1
113,NaN,1,9,1,0,0,1,1
114,NaN,1,9,1,1,1,2,1
115,NaN,1,9,1,0,0,1,1
116,969,1,9,2,1,NaN,3,1
117,NaN,1,9,1,1,1,2,1
118,NaN,1,9,1,0,0,1,1
119,556,1,9,2,0,NaN,3,1
120,NaN,1,9,1,0,1,2,1
1,649,2,10,2,1,1,1,1
2,421,2,10,2,0,0,2,1
3,405,2,10,2,1,1,3,1
4,556,2,10,2,1,1,1,1
5,911,2,10,2,1,1,3,1
6,NaN,2,10,1,1,1,2,1
7,618,2,10,2,0,1,1,1
8,1178,2,10,2,1,1,3,1
9,1020,2,10,2,0,0,2,1
10,918,2,10,2,1,1,1,1
11,1350,2,10,2,1,0,2,1
12,1126,2,10,2,1,1,3,1
13,961,2,10,2,0,1,1,1
14,773,2,10,2,0,0,2,1
15,895,2,10,2,1,1,3,1
16,1100,2,10,2,1,1,3,1
17,1251,2,10,2,0,0,2,1
18,1061,2,10,2,1,1,1,1
19,NaN,2,10,1,1,1,2,1
20,1102,2,10,2,1,1,1,1
21,1020,2,10,2,1,1,3,1
22,1170,2,10,2,0,1,1,1
23,NaN,2,10,1,0,1,2,1
24,851,2,10,2,0,1,3,1
25,1037,2,10,2,1,1,1,1
26,1366,2,10,2,0,0,2,1
27,1559,2,10,2,1,1,3,1
28,NaN,2,10,1,1,1,2,1
29,996,2,10,2,1,1,3,1
30,669,2,10,2,1,1,1,1
31,NaN,2,10,1,0,0,3,1
32,1780,2,10,2,1,1,1,1
33,NaN,2,10,1,0,1,2,1
34,1925,2,10,2,1,1,1,1
35,892,2,10,2,1,1,3,1
36,NaN,2,10,1,1,1,2,1
37,1163,2,10,2,1,1,1,1
38,NaN,2,10,1,1,1,2,1
39,1676,2,10,2,1,1,3,1
40,1166,2,10,2,1,1,1,1
41,NaN,2,10,1,0,0,3,1
42,NaN,2,10,1,0,1,2,1
43,1087,2,10,2,0,0,2,1
44,1221,2,10,2,0,1,3,1
45,1406,2,10,2,0,1,1,1
46,1158,2,10,2,1,0,2,1
47,1308,2,10,2,1,1,3,1
48,1169,2,10,2,1,1,1,1
49,NaN,2,10,1,0,0,3,1
50,NaN,2,10,1,1,1,2,1
51,845,2,10,2,1,1,1,1
52,565,2,10,2,1,1,1,1
53,NaN,2,10,1,1,1,2,1
54,1460,2,10,2,1,1,3,1
55,NaN,2,10,1,0,0,3,1
56,1007,2,10,2,1,1,1,1
57,NaN,2,10,1,1,1,2,1
58,NaN,2,10,1,0,0,3,1
59,828,2,10,2,1,1,1,1
60,438,2,10,2,1,0,2,1
61,1065,2,10,2,0,1,1,1
62,477,2,10,2,0,0,2,1
63,727,2,10,2,1,1,3,1
64,1062,2,10,2,1,1,1,1
65,NaN,2,10,1,1,1,2,1
66,1290,2,10,2,1,1,3,1
67,767,2,10,2,1,1,1,1
68,NaN,2,10,1,0,1,2,1
69,1065,2,10,2,0,1,3,1
70,831,2,10,2,1,1,3,1
71,1029,2,10,2,1,1,1,1
72,NaN,2,10,1,1,1,2,1
73,723,2,10,2,0,1,1,1
74,958,2,10,2,0,0,2,1
75,741,2,10,2,1,1,3,1
76,NaN,2,10,1,1,1,2,1
77,1243,2,10,2,1,1,3,1
78,918,2,10,2,1,1,1,1
79,837,2,10,2,1,1,1,1
80,1454,2,10,2,1,1,3,1
81,NaN,2,10,1,1,1,2,1
82,NaN,2,10,1,1,1,2,1
83,601,2,10,2,0,1,1,1
84,901,2,10,2,1,1,3,1
85,813,2,10,2,1,1,1,1
86,NaN,2,10,1,1,1,2,1
87,358,2,10,2,1,1,3,1
88,NaN,2,10,1,0,1,2,1
89,705,2,10,2,1,1,1,1
90,NaN,2,10,1,1,0,3,1
91,749,2,10,2,1,1,1,1
92,NaN,2,10,1,0,0,3,1
93,NaN,2,10,1,1,1,2,1
94,1660,2,10,2,0,0,2,1
95,NaN,2,10,1,1,0,3,1
96,661,2,10,2,1,1,1,1
97,394,2,10,2,0,0,2,1
98,1001,2,10,2,1,1,1,1
99,937,2,10,2,1,1,3,1
100,NaN,2,10,1,1,1,2,1
101,781,2,10,2,1,1,1,1
102,1011,2,10,2,1,1,3,1
103,781,2,10,2,0,1,1,1
104,1086,2,10,2,1,1,3,1
105,464,2,10,2,0,0,2,1
106,997,2,10,2,0,0,2,1
107,NaN,2,10,1,0,0,3,1
108,626,2,10,2,1,1,1,1
109,NaN,2,10,1,0,0,3,1
110,NaN,2,10,1,0,1,2,1
111,506,2,10,2,0,1,1,1
112,565,2,10,2,1,1,1,1
113,1046,2,10,2,0,1,3,1
114,NaN,2,10,1,1,1,2,1
115,1129,2,10,2,1,1,3,1
116,675,2,10,2,1,1,1,1
117,1101,2,10,2,0,0,2,1
118,1461,2,10,2,0,0,2,1
119,692,2,10,2,1,1,1,1
120,1076,2,10,2,1,1,3,1
1,NaN,1,11,1,1,NaN,3,1
2,790,1,11,2,1,1,1,1
3,852,1,11,2,0,0,2,1
4,958,1,11,2,0,NaN,3,1
5,NaN,1,11,1,0,1,2,1
6,564,1,11,2,0,1,1,1
7,990,1,11,2,1,1,1,1
8,NaN,1,11,1,1,1,2,1
9,805,1,11,2,0,NaN,3,1
10,828,1,11,2,1,1,1,1
11,NaN,1,11,1,1,1,2,1
12,NaN,1,11,1,0,NaN,3,1
13,549,1,11,2,0,0,2,1
14,801,1,11,2,1,1,1,1
15,NaN,1,11,1,1,NaN,3,1
16,878,1,11,2,0,0,2,1
17,NaN,1,11,1,0,NaN,3,1
18,573,1,11,2,1,1,1,1
19,915,1,11,2,1,1,1,1
20,NaN,1,11,1,1,1,2,1
21,NaN,1,11,1,1,NaN,3,1
22,506,1,11,2,1,1,1,1
23,NaN,1,11,1,0,NaN,3,1
24,NaN,1,11,1,1,1,2,1
25,NaN,1,11,1,0,NaN,3,1
26,NaN,1,11,1,1,1,2,1
27,551,1,11,2,1,1,1,1
28,NaN,1,11,1,1,NaN,3,1
29,NaN,1,11,1,1,1,2,1
30,707,1,11,2,1,1,1,1
31,849,1,11,2,1,1,1,1
32,NaN,1,11,1,0,NaN,3,1
33,NaN,1,11,1,0,1,2,1
34,NaN,1,11,1,1,NaN,3,1
35,NaN,1,11,1,1,1,2,1
36,594,1,11,2,0,1,1,1
37,775,1,11,2,1,1,1,1
38,NaN,1,11,1,0,1,2,1
39,NaN,1,11,1,1,NaN,3,1
40,580,1,11,2,1,1,1,1
41,NaN,1,11,1,0,NaN,3,1
42,NaN,1,11,1,0,1,2,1
43,671,1,11,2,0,1,1,1
44,671,1,11,2,1,0,2,1
45,505,1,11,2,0,NaN,3,1
46,NaN,1,11,1,0,1,2,1
47,NaN,1,11,1,1,NaN,3,1
48,665,1,11,2,1,1,1,1
49,805,1,11,2,1,1,1,1
50,NaN,1,11,1,1,NaN,3,1
51,934,1,11,2,0,0,2,1
52,785,1,11,2,0,1,1,1
53,1289,1,11,2,1,NaN,3,1
54,NaN,1,11,1,1,1,2,1
55,643,1,11,2,1,1,1,1
56,NaN,1,11,1,0,NaN,3,1
57,486,1,11,2,0,0,2,1
58,839,1,11,2,0,0,2,1
59,NaN,1,11,1,0,NaN,3,1
60,604,1,11,2,1,1,1,1
61,1862,1,11,2,0,NaN,3,1
62,NaN,1,11,1,1,1,2,1
63,522,1,11,2,1,1,1,1
64,921,1,11,2,0,0,2,1
65,630,1,11,2,1,1,1,1
66,NaN,1,11,1,0,NaN,3,1
67,NaN,1,11,1,1,NaN,3,1
68,712,1,11,2,1,1,1,1
69,NaN,1,11,1,1,1,2,1
70,NaN,1,11,1,1,NaN,3,1
71,637,1,11,2,0,1,1,1
72,NaN,1,11,1,0,1,2,1
73,NaN,1,11,1,1,NaN,3,1
74,571,1,11,2,0,1,1,1
75,930,1,11,2,1,0,2,1
76,732,1,11,2,0,0,2,1
77,630,1,11,2,1,NaN,3,1
78,591,1,11,2,1,1,1,1
79,729,1,11,2,1,1,1,1
80,NaN,1,11,1,1,1,2,1
81,774,1,11,2,0,NaN,3,1
82,NaN,1,11,1,1,1,2,1
83,847,1,11,2,1,NaN,3,1
84,725,1,11,2,1,1,1,1
85,NaN,1,11,1,1,0,1,1
86,818,1,11,2,1,NaN,3,1
87,NaN,1,11,1,1,1,2,1
88,761,1,11,2,1,1,1,1
89,NaN,1,11,1,0,1,2,1
90,NaN,1,11,1,0,NaN,3,1
91,539,1,11,2,0,1,1,1
92,480,1,11,2,0,0,2,1
93,478,1,11,2,1,NaN,3,1
94,481,1,11,2,1,1,1,1
95,482,1,11,2,0,0,2,1
96,NaN,1,11,1,0,NaN,3,1
97,471,1,11,2,1,1,1,1
98,753,1,11,2,1,NaN,3,1
99,467,1,11,2,0,0,2,1
100,912,1,11,2,1,0,2,1
101,767,1,11,2,0,NaN,3,1
102,579,1,11,2,1,1,1,1
103,NaN,1,11,1,1,1,2,1
104,622,1,11,2,1,1,1,1
105,NaN,1,11,1,1,NaN,3,1
106,1294,1,11,2,0,0,2,1
107,660,1,11,2,0,1,1,1
108,491,1,11,2,1,NaN,3,1
109,590,1,11,2,0,1,1,1
110,805,1,11,2,0,NaN,3,1
111,474,1,11,2,0,0,2,1
112,492,1,11,2,1,1,1,1
113,987,1,11,2,0,0,2,1
114,492,1,11,2,0,NaN,3,1
115,520,1,11,2,1,1,1,1
116,625,1,11,2,1,NaN,3,1
117,512,1,11,2,0,0,2,1
118,871,1,11,2,0,0,2,1
119,681,1,11,2,1,1,1,1
120,NaN,1,11,1,0,NaN,3,1
1,1256,2,12,2,0,0,2,1
2,536,2,12,2,0,1,3,1
3,536,2,12,2,1,1,1,1
4,NaN,2,12,1,0,0,3,1
5,NaN,2,12,1,1,1,2,1
6,540,2,12,2,0,1,1,1
7,NaN,2,12,1,1,1,2,1
8,612,2,12,2,1,1,3,1
9,794,2,12,2,1,1,1,1
10,1203,2,12,2,0,0,2,1
11,NaN,2,12,1,1,0,1,1
12,537,2,12,2,0,1,3,1
13,NaN,2,12,1,0,0,3,1
14,510,2,12,2,1,0,2,1
15,572,2,12,2,1,1,1,1
16,NaN,2,12,1,0,0,3,1
17,442,2,12,2,1,0,2,1
18,564,2,12,2,0,1,1,1
19,1190,2,12,2,1,1,1,1
20,740,2,12,2,1,1,3,1
21,NaN,2,12,1,0,1,2,1
22,1030,2,12,2,0,1,1,1
23,766,2,12,2,0,0,2,1
24,739,2,12,2,1,1,3,1
25,1075,2,12,2,1,1,3,1
26,NaN,2,12,1,0,0,1,1
27,993,2,12,2,0,0,2,1
28,819,2,12,2,1,1,1,1
29,NaN,2,12,1,0,0,3,1
30,606,2,12,2,0,0,2,1
31,1169,2,12,2,0,1,3,1
32,965,2,12,2,1,1,1,1
33,NaN,2,12,1,1,1,2,1
34,881,2,12,2,1,1,1,1
35,1133,2,12,2,1,0,2,1
36,930,2,12,2,1,1,3,1
37,1236,2,12,2,1,0,2,1
38,1190,2,12,2,1,1,3,1
39,945,2,12,2,1,1,1,1
40,758,2,12,2,0,0,2,1
41,NaN,2,12,1,0,0,3,1
42,600,2,12,2,1,1,1,1
43,1118,2,12,2,1,1,1,1
44,1201,2,12,2,1,1,3,1
45,NaN,2,12,1,1,1,2,1
46,NaN,2,12,1,0,0,3,1
47,485,2,12,2,1,1,1,1
48,858,2,12,2,1,0,2,1
49,648,2,12,2,1,1,1,1
50,1644,2,12,2,1,1,3,1
51,1183,2,12,2,0,0,2,1
52,NaN,2,12,1,0,1,2,1
53,765,2,12,2,1,1,1,1
54,1079,2,12,2,1,1,3,1
55,1571,2,12,2,1,1,1,1
56,1409,2,12,2,1,1,3,1
57,1555,2,12,2,1,0,2,1
58,1333,2,12,2,1,1,3,1
59,NaN,2,12,1,1,1,2,1
60,1742,2,12,2,1,1,1,1
61,1015,2,12,2,0,0,2,1
62,572,2,12,2,1,1,3,1
63,557,2,12,2,1,1,1,1
64,441,2,12,2,0,0,2,1
65,NaN,2,12,1,0,0,1,1
66,758,2,12,2,0,1,3,1
67,615,2,12,2,1,1,3,1
68,541,2,12,2,0,0,2,1
69,1417,2,12,2,1,1,1,1
70,NaN,2,12,1,0,0,1,1
71,930,2,12,2,1,1,3,1
72,883,2,12,2,1,0,2,1
73,NaN,2,12,1,1,0,1,1
74,1495,2,12,2,0,0,2,1
75,753,2,12,2,1,1,3,1
76,692,2,12,2,0,0,2,1
77,NaN,2,12,1,1,0,3,1
78,730,2,12,2,1,1,1,1
79,NaN,2,12,1,0,0,3,1
80,NaN,2,12,1,0,0,1,1
81,950,2,12,2,0,0,2,1
82,1082,2,12,2,0,0,2,1
83,621,2,12,2,1,1,1,1
84,NaN,2,12,1,0,0,3,1
85,1232,2,12,2,1,1,3,1
86,1001,2,12,2,0,0,2,1
87,1147,2,12,2,1,1,1,1
88,NaN,2,12,1,0,0,3,1
89,922,2,12,2,1,0,2,1
90,1330,2,12,2,0,1,1,1
91,1185,2,12,2,1,1,3,1
92,1471,2,12,2,1,1,1,1
93,NaN,2,12,1,1,1,2,1
94,NaN,2,12,1,0,0,1,1
95,989,2,12,2,1,0,2,1
96,992,2,12,2,1,1,3,1
97,NaN,2,12,1,0,0,3,1
98,NaN,2,12,1,0,0,1,1
99,1093,2,12,2,0,0,2,1
100,1181,2,12,2,1,0,2,1
101,1854,2,12,2,1,1,1,1
102,NaN,2,12,1,0,0,3,1
103,1142,2,12,2,0,1,3,1
104,1192,2,12,2,0,0,2,1
105,NaN,2,12,1,1,0,1,1
106,1446,2,12,2,1,1,3,1
107,1002,2,12,2,1,0,2,1
108,1492,2,12,2,0,1,1,1
109,NaN,2,12,1,0,0,3,1
110,1390,2,12,2,0,0,2,1
111,1455,2,12,2,1,1,1,1
112,NaN,2,12,1,0,0,1,1
113,1715,2,12,2,1,1,3,1
114,1363,2,12,2,1,0,2,1
115,NaN,2,12,1,1,1,2,1
116,NaN,2,12,1,0,0,3,1
117,951,2,12,2,1,1,1,1
118,1015,2,12,2,1,1,3,1
119,1126,2,12,2,1,1,1,1
120,1788,2,12,2,0,0,2,1
1,NaN,2,13,1,1,1,2,1
2,471,2,13,2,1,1,1,1
3,442,2,13,2,0,1,3,1
4,440,2,13,2,0,0,2,1
5,1176,2,13,2,1,1,3,1
6,416,2,13,2,1,1,1,1
7,617,2,13,2,0,1,1,1
8,627,2,13,2,1,1,3,1
9,NaN,2,13,1,1,1,2,1
10,NaN,2,13,1,1,1,2,1
11,645,2,13,2,1,1,3,1
12,417,2,13,2,1,1,1,1
13,603,2,13,2,1,1,1,1
14,437,2,13,2,0,0,2,1
15,617,2,13,2,1,1,3,1
16,668,2,13,2,1,1,1,1
17,NaN,2,13,1,1,1,2,1
18,496,2,13,2,0,1,3,1
