sub,t,s,a,acc,r,rt,cond,block
157,231,5,1,1,1,NaN,2,2
157,232,4,2,1,0,706,2,2
157,233,6,2,NaN,1,406,2,2
157,234,5,1,1,1,NaN,2,2
157,235,6,2,NaN,1,537,2,2
157,236,5,1,1,1,NaN,2,2
157,237,4,2,1,0,485,2,2
157,238,4,1,0,0,NaN,2,2
157,239,5,1,1,1,NaN,2,2
157,240,6,2,NaN,0,577,2,2
158,1,5,2,0,0,774,2,1
158,2,6,2,1,0,600,2,1
158,3,4,2,1,1,347,2,1
158,4,5,1,1,1,NaN,2,1
158,5,4,2,1,1,611,2,1
158,6,6,1,0,0,NaN,2,1
158,7,5,1,1,1,NaN,2,1
158,8,6,1,0,1,NaN,2,1
158,9,4,2,1,1,442,2,1
158,10,5,2,0,0,377,2,1
158,11,6,2,1,0,467,2,1
158,12,4,2,1,1,382,2,1
158,13,6,2,1,0,652,2,1
158,14,5,2,0,0,467,2,1
158,15,4,2,1,1,710,2,1
158,16,4,2,1,0,608,2,1
158,17,6,1,0,0,NaN,2,1
158,18,5,2,0,1,244,2,1
158,19,5,2,0,1,424,2,1
158,20,4,2,1,0,1578,2,1
158,21,6,2,1,1,999,2,1
158,22,5,2,0,0,701,2,1
158,23,6,2,1,0,646,2,1
158,24,4,2,1,1,625,2,1
158,25,5,2,0,0,617,2,1
158,26,4,2,1,1,438,2,1
158,27,6,2,1,1,723,2,1
158,28,5,1,1,1,NaN,2,1
158,29,4,2,1,1,579,2,1
158,30,6,1,0,0,NaN,2,1
158,31,4,1,0,1,NaN,2,1
158,32,5,2,0,0,420,2,1
158,33,6,2,1,1,970,2,1
158,34,6,1,0,0,NaN,2,1
158,35,5,2,0,0,640,2,1
158,36,4,2,1,1,409,2,1
158,37,4,2,1,0,579,2,1
158,38,5,2,0,1,1188,2,1
158,39,6,1,0,0,NaN,2,1
158,40,4,2,1,1,370,2,1
158,41,5,2,0,0,1305,2,1
158,42,6,2,1,0,1254,2,1
158,43,4,2,1,0,391,2,1
158,44,5,2,0,1,207,2,1
158,45,6,1,0,0,NaN,2,1
158,46,6,2,1,1,1393,2,1
158,47,5,2,0,1,1000,2,1
158,48,4,1,0,0,NaN,2,1
158,49,4,2,1,1,876,2,1
158,50,5,2,0,0,1065,2,1
158,51,6,2,1,1,854,2,1
158,52,5,2,0,0,1004,2,1
158,53,4,2,1,0,608,2,1
158,54,6,2,1,1,1838,2,1
158,55,5,2,0,1,761,2,1
158,56,6,1,0,0,NaN,2,1
158,57,4,2,1,1,606,2,1
158,58,6,1,0,1,NaN,2,1
158,59,5,1,1,1,NaN,2,1
158,60,4,1,0,0,NaN,2,1
158,61,5,2,0,1,745,2,1
158,62,4,2,1,1,700,2,1
158,63,6,1,0,0,NaN,2,1
158,64,4,1,0,1,NaN,2,1
158,65,5,1,1,1,NaN,2,1
158,66,6,2,1,0,1621,2,1
158,67,6,2,1,1,851,2,1
158,68,4,1,0,0,NaN,2,1
158,69,5,2,0,0,395,2,1
158,70,4,2,1,0,481,2,1
158,71,6,2,1,1,905,2,1
158,72,5,2,0,0,470,2,1
158,73,6,1,0,0,NaN,2,1
158,74,5,2,0,1,294,2,1
158,75,4,2,1,0,516,2,1
158,76,4,2,1,1,358,2,1
158,77,5,2,0,0,596,2,1
158,78,6,2,1,1,295,2,1
158,79,5,2,0,0,353,2,1
158,80,4,2,1,1,1968,2,1
158,81,6,1,0,1,NaN,2,1
158,82,6,1,0,0,NaN,2,1
158,83,4,2,1,1,1059,2,1
158,84,5,2,0,0,485,2,1
158,85,5,2,0,0,568,2,1
158,86,4,2,1,1,1062,2,1
158,87,6,2,1,1,419,2,1
158,88,5,2,0,0,590,2,1
158,89,4,2,1,0,256,2,1
158,90,6,2,1,1,1017,2,1
158,91,4,2,1,0,708,2,1
158,92,6,2,1,1,241,2,1
158,93,5,2,0,1,328,2,1
158,94,4,1,0,0,NaN,2,1
158,95,5,2,0,1,1134,2,1
158,96,6,1,0,1,NaN,2,1
158,97,5,1,1,1,NaN,2,1
158,98,6,2,1,1,1513,2,1
158,99,4,2,1,0,778,2,1
158,100,4,2,1,1,739,2,1
158,101,5,2,0,1,612,2,1
158,102,6,1,0,1,NaN,2,1
158,103,4,2,1,1,993,2,1
158,104,5,1,1,1,NaN,2,1
158,105,6,2,1,1,947,2,1
158,106,5,1,1,0,NaN,2,1
158,107,4,1,0,0,NaN,2,1
158,108,6,2,1,0,731,2,1
158,109,6,2,1,1,243,2,1
158,110,4,2,1,1,600,2,1
158,111,5,1,1,1,NaN,2,1
158,112,5,2,0,0,1595,2,1
158,113,6,1,0,1,NaN,2,1
158,114,4,1,0,0,NaN,2,1
158,115,4,2,1,1,509,2,1
158,116,6,2,1,1,323,2,1
158,117,5,1,1,1,NaN,2,1
158,118,6,2,1,1,311,2,1
158,119,5,1,1,1,NaN,2,1
158,120,4,1,0,0,NaN,2,1
158,121,3,2,NaN,1,754,1,2
158,122,2,2,0,0,400,1,2
158,123,1,2,1,0,383,1,2
158,124,2,2,0,0,446,1,2
158,125,1,2,1,1,340,1,2
158,126,3,2,NaN,0,335,1,2
158,127,2,2,0,0,283,1,2
158,128,3,2,NaN,0,183,1,2
158,129,1,2,1,0,270,1,2
158,130,1,2,1,1,393,1,2
158,131,2,2,0,0,214,1,2
158,132,3,2,NaN,1,296,1,2
158,133,3,2,NaN,0,424,1,2
158,134,2,1,1,1,NaN,1,2
158,135,1,2,1,1,275,1,2
158,136,2,1,1,1,NaN,1,2
158,137,3,1,NaN,1,NaN,1,2
158,138,1,1,0,0,NaN,1,2
158,139,2,2,0,1,235,1,2
158,140,3,2,NaN,1,260,1,2
158,141,1,2,1,1,467,1,2
158,142,2,2,0,0,1609,1,2
158,143,3,2,NaN,0,491,1,2
158,144,1,2,1,1,410,1,2
158,145,1,1,0,0,NaN,1,2
158,146,2,2,0,1,252,1,2
158,147,3,2,NaN,0,256,1,2
158,148,2,2,0,0,286,1,2
158,149,1,2,1,0,404,1,2
158,150,3,2,NaN,1,1207,1,2
158,151,2,1,1,0,NaN,1,2
158,152,3,1,NaN,1,NaN,1,2
158,153,1,2,1,1,523,1,2
158,154,1,2,1,0,358,1,2
158,155,3,2,NaN,1,1223,1,2
158,156,2,2,0,1,976,1,2
158,157,2,1,1,1,NaN,1,2
158,158,1,2,1,0,552,1,2
158,159,3,2,NaN,0,1049,1,2
158,160,1,2,1,0,703,1,2
158,161,3,2,NaN,0,514,1,2
158,162,2,2,0,0,257,1,2
158,163,1,2,1,0,227,1,2
158,164,3,2,NaN,1,274,1,2
158,165,2,2,0,0,323,1,2
158,166,3,2,NaN,1,208,1,2
158,167,2,2,0,0,1364,1,2
158,168,1,2,1,0,394,1,2
158,169,3,2,NaN,1,443,1,2
158,170,2,2,0,0,315,1,2
158,171,1,2,1,1,333,1,2
158,172,2,2,0,0,797,1,2
158,173,3,2,NaN,1,212,1,2
158,174,1,2,1,1,736,1,2
158,175,1,1,0,0,NaN,1,2
158,176,2,2,0,0,694,1,2
158,177,3,2,NaN,1,369,1,2
158,178,3,2,NaN,0,795,1,2
158,179,1,2,1,0,840,1,2
158,180,2,2,0,0,847,1,2
158,181,1,2,1,1,622,1,2
158,182,2,2,0,0,1018,1,2
158,183,3,2,NaN,1,264,1,2
158,184,1,2,1,1,1655,1,2
158,185,2,2,0,1,332,1,2
158,186,3,2,NaN,0,316,1,2
158,187,1,1,0,0,NaN,1,2
158,188,2,2,0,0,1192,1,2
158,189,3,2,NaN,0,208,1,2
158,190,3,2,NaN,0,200,1,2
158,191,2,2,0,0,1603,1,2
158,192,1,2,1,1,291,1,2
158,193,2,2,0,0,1499,1,2
158,194,1,2,1,1,1015,1,2
158,195,3,2,NaN,0,1191,1,2
158,196,1,2,1,1,369,1,2
158,197,2,2,0,0,797,1,2
158,198,3,2,NaN,1,343,1,2
158,199,2,2,0,0,1825,1,2
158,200,3,2,NaN,0,703,1,2
158,201,1,2,1,1,318,1,2
158,202,3,2,NaN,0,785,1,2
158,203,1,2,1,1,820,1,2
158,204,2,2,0,0,985,1,2
158,205,2,2,0,1,789,1,2
158,206,3,2,NaN,1,621,1,2
158,207,1,1,0,1,NaN,1,2
158,208,1,1,0,1,NaN,1,2
158,209,3,1,NaN,1,NaN,1,2
158,210,2,1,1,1,NaN,1,2
158,211,3,2,NaN,0,650,1,2
158,212,2,2,0,0,176,1,2
158,213,1,2,1,0,367,1,2
158,214,2,2,0,0,188,1,2
158,215,1,2,1,0,224,1,2
158,216,3,2,NaN,1,222,1,2
158,217,3,2,NaN,0,375,1,2
158,218,2,2,0,1,249,1,2
158,219,1,2,1,1,636,1,2
158,220,3,2,NaN,0,267,1,2
158,221,1,2,1,0,112,1,2
158,222,2,2,0,1,240,1,2
158,223,3,2,NaN,0,301,1,2
158,224,1,2,1,1,146,1,2
158,225,2,2,0,0,348,1,2
158,226,1,2,1,1,75,1,2
158,227,3,2,NaN,0,834,1,2
158,228,2,1,1,0,NaN,1,2
158,229,3,2,NaN,1,752,1,2
158,230,2,2,0,0,308,1,2
158,231,1,2,1,1,207,1,2
158,232,3,2,NaN,1,766,1,2
158,233,1,2,1,1,1346,1,2
158,234,2,2,0,0,1168,1,2
158,235,3,2,NaN,0,176,1,2
158,236,2,2,0,0,1403,1,2
158,237,1,2,1,1,27,1,2
158,238,1,2,1,1,232,1,2
158,239,2,2,0,0,1047,1,2
158,240,3,2,NaN,1,1995,1,2
159,1,3,2,NaN,1,822,1,1
159,2,2,2,0,1,974,1,1
159,3,1,2,1,0,655,1,1
159,4,1,1,0,0,NaN,1,1
159,5,2,2,0,0,548,1,1
159,6,3,2,NaN,1,701,1,1
159,7,1,1,0,0,NaN,1,1
159,8,2,2,0,0,563,1,1
159,9,3,2,NaN,0,491,1,1
159,10,1,2,1,1,1602,1,1
159,11,2,2,0,0,541,1,1
159,12,3,1,NaN,1,NaN,1,1
159,13,1,2,1,1,526,1,1
159,14,2,1,1,1,NaN,1,1
159,15,3,1,NaN,1,NaN,1,1
159,16,1,2,1,0,467,1,1
159,17,2,2,0,0,494,1,1
159,18,3,2,NaN,1,476,1,1
159,19,2,1,1,1,NaN,1,1
159,20,3,2,NaN,0,922,1,1
159,21,1,2,1,1,967,1,1
159,22,1,2,1,0,963,1,1
159,23,3,2,NaN,1,1013,1,1
159,24,2,2,0,1,780,1,1
159,25,1,1,0,1,NaN,1,1
159,26,2,2,0,0,401,1,1
159,27,3,2,NaN,0,974,1,1
159,28,3,1,NaN,0,NaN,1,1
159,29,1,1,0,0,NaN,1,1
159,30,2,1,1,1,NaN,1,1
159,31,3,2,NaN,1,417,1,1
159,32,2,1,1,1,NaN,1,1
159,33,1,1,0,0,NaN,1,1
159,34,3,2,NaN,0,892,1,1
159,35,2,1,1,0,NaN,1,1
159,36,1,2,1,0,442,1,1
159,37,1,1,0,1,NaN,1,1
159,38,2,2,0,0,672,1,1
159,39,3,2,NaN,0,639,1,1
159,40,3,1,NaN,0,NaN,1,1
159,41,2,2,0,0,785,1,1
159,42,1,1,0,1,NaN,1,1
159,43,1,1,0,0,NaN,1,1
159,44,2,2,0,0,727,1,1
159,45,3,1,NaN,0,NaN,1,1
159,46,1,2,1,1,521,1,1
159,47,3,1,NaN,1,NaN,1,1
159,48,2,2,0,0,737,1,1
159,49,3,1,NaN,1,NaN,1,1
159,50,2,2,0,1,453,1,1
159,51,1,1,0,0,NaN,1,1
159,52,2,2,0,0,599,1,1
159,53,3,2,NaN,0,544,1,1
159,54,1,2,1,0,479,1,1
159,55,3,1,NaN,1,NaN,1,1
159,56,1,1,0,0,NaN,1,1
159,57,2,2,0,0,1870,1,1
159,58,2,1,1,1,NaN,1,1
159,59,1,2,1,1,627,1,1
159,60,3,2,NaN,0,726,1,1
159,61,3,2,NaN,0,973,1,1
159,62,1,2,1,0,464,1,1
159,63,2,2,0,1,1276,1,1
159,64,2,2,0,1,530,1,1
159,65,1,1,0,0,NaN,1,1
159,66,3,2,NaN,1,527,1,1
159,67,3,2,NaN,1,565,1,1
159,68,2,2,0,0,624,1,1
159,69,1,2,1,0,411,1,1
159,70,1,1,0,0,NaN,1,1
159,71,3,2,NaN,0,404,1,1
159,72,2,1,1,1,NaN,1,1
159,73,2,1,1,0,NaN,1,1
159,74,3,2,NaN,0,474,1,1
159,75,1,2,1,1,1352,1,1
159,76,3,2,NaN,1,1846,1,1
159,77,2,2,0,0,1098,1,1
159,78,1,2,1,0,1032,1,1
159,79,1,2,1,1,743,1,1
159,80,2,1,1,1,NaN,1,1
159,81,3,2,NaN,1,677,1,1
159,82,3,2,NaN,0,637,1,1
159,83,1,2,1,1,1080,1,1
159,84,2,1,1,1,NaN,1,1
159,85,2,1,1,1,NaN,1,1
159,86,1,2,1,0,524,1,1
159,87,3,2,NaN,1,1444,1,1
159,88,2,1,1,0,NaN,1,1
159,89,1,1,0,0,NaN,1,1
159,90,3,2,NaN,0,882,1,1
159,91,1,2,1,0,792,1,1
159,92,2,1,1,1,NaN,1,1
159,93,3,1,NaN,1,NaN,1,1
159,94,3,1,NaN,1,NaN,1,1
159,95,2,2,0,0,645,1,1
159,96,1,2,1,1,578,1,1
159,97,2,1,1,0,NaN,1,1
159,98,1,2,1,1,1058,1,1
159,99,3,2,NaN,1,843,1,1
159,100,1,1,0,1,NaN,1,1
159,101,2,1,1,1,NaN,1,1
159,102,3,2,NaN,1,768,1,1
159,103,3,2,NaN,1,1268,1,1
159,104,1,2,1,1,921,1,1
159,105,2,1,1,1,NaN,1,1
159,106,3,1,NaN,1,NaN,1,1
159,107,2,1,1,1,NaN,1,1
159,108,1,2,1,1,1129,1,1
159,109,1,2,1,1,1351,1,1
159,110,2,2,0,0,736,1,1
159,111,3,1,NaN,0,NaN,1,1
159,112,1,2,1,0,452,1,1
159,113,3,2,NaN,0,895,1,1
159,114,2,1,1,0,NaN,1,1
159,115,2,1,1,1,NaN,1,1
159,116,1,1,0,0,NaN,1,1
159,117,3,1,NaN,1,NaN,1,1
159,118,1,2,1,0,869,1,1
159,119,2,1,1,0,NaN,1,1
159,120,3,1,NaN,0,NaN,1,1
159,121,5,2,0,0,1630,2,2
159,122,6,2,NaN,1,815,2,2
159,123,4,2,1,1,461,2,2
159,124,4,2,1,1,570,2,2
159,125,5,2,0,1,712,2,2
159,126,6,2,NaN,1,386,2,2
159,127,5,2,0,1,626,2,2
159,128,6,2,NaN,0,409,2,2
159,129,4,2,1,1,414,2,2
159,130,6,1,NaN,0,NaN,2,2
159,131,4,2,1,1,641,2,2
159,132,5,2,0,1,378,2,2
159,133,6,2,NaN,1,612,2,2
159,134,4,2,1,1,450,2,2
159,135,5,2,0,1,518,2,2
159,136,5,2,0,1,649,2,2
159,137,6,2,NaN,0,612,2,2
159,138,4,2,1,0,481,2,2
159,139,5,2,0,0,406,2,2
159,140,4,1,0,0,NaN,2,2
159,141,6,1,NaN,0,NaN,2,2
159,142,4,2,1,0,1424,2,2
159,143,6,2,NaN,1,618,2,2
159,144,5,2,0,0,588,2,2
159,145,5,1,1,0,NaN,2,2
159,146,4,2,1,1,526,2,2
159,147,6,2,NaN,1,683,2,2
159,148,6,2,NaN,1,991,2,2
159,149,4,2,1,1,464,2,2
159,150,5,2,0,1,324,2,2
159,151,5,2,0,0,446,2,2
159,152,6,2,NaN,1,286,2,2
159,153,4,2,1,1,437,2,2
159,154,4,2,1,1,459,2,2
159,155,5,2,0,0,369,2,2
159,156,6,2,NaN,1,426,2,2
159,157,6,2,NaN,1,494,2,2
159,158,5,1,1,0,NaN,2,2
159,159,4,2,1,1,422,2,2
159,160,6,2,NaN,1,382,2,2
159,161,5,2,0,0,306,2,2
159,162,4,2,1,1,492,2,2
159,163,4,2,1,1,379,2,2
159,164,5,2,0,1,532,2,2
159,165,6,2,NaN,1,529,2,2
159,166,4,2,1,1,461,2,2
159,167,6,2,NaN,1,447,2,2
159,168,5,2,0,0,1062,2,2
159,169,6,2,NaN,1,405,2,2
159,170,5,1,1,1,NaN,2,2
159,171,4,2,1,0,455,2,2
159,172,4,1,0,0,NaN,2,2
159,173,5,1,1,1,NaN,2,2
159,174,6,2,NaN,1,339,2,2
159,175,5,1,1,0,NaN,2,2
159,176,6,2,NaN,1,555,2,2
159,177,4,1,0,0,NaN,2,2
159,178,6,2,NaN,1,514,2,2
159,179,4,2,1,0,353,2,2
159,180,5,2,0,1,580,2,2
159,181,5,2,0,1,426,2,2
159,182,4,1,0,0,NaN,2,2
159,183,6,2,NaN,1,313,2,2
159,184,4,2,1,0,741,2,2
159,185,6,2,NaN,1,526,2,2
159,186,5,2,0,1,849,2,2
159,187,5,2,0,0,444,2,2
159,188,4,1,0,0,NaN,2,2
159,189,6,2,NaN,1,347,2,2
159,190,6,2,NaN,1,422,2,2
159,191,5,2,0,0,544,2,2
159,192,4,1,0,0,NaN,2,2
159,193,6,2,NaN,1,312,2,2
159,194,4,2,1,0,442,2,2
159,195,5,1,1,1,NaN,2,2
159,196,6,2,NaN,1,436,2,2
159,197,4,1,0,1,NaN,2,2
159,198,5,1,1,0,NaN,2,2
159,199,6,2,NaN,1,464,2,2
159,200,4,1,0,1,NaN,2,2
159,201,5,1,1,1,NaN,2,2
159,202,4,2,1,0,1331,2,2
159,203,5,2,0,0,433,2,2
159,204,6,2,NaN,1,387,2,2
159,205,5,1,1,1,NaN,2,2
159,206,4,1,0,0,NaN,2,2
159,207,6,2,NaN,0,777,2,2
159,208,4,2,1,1,531,2,2
159,209,5,2,0,0,601,2,2
159,210,6,2,NaN,1,1426,2,2
159,211,4,2,1,1,682,2,2
159,212,5,2,0,0,873,2,2
159,213,6,2,NaN,1,508,2,2
159,214,4,2,1,0,772,2,2
159,215,5,1,1,1,NaN,2,2
159,216,6,2,NaN,1,444,2,2
159,217,5,1,1,0,NaN,2,2
159,218,4,1,0,0,NaN,2,2
159,219,6,2,NaN,1,623,2,2
159,220,5,1,1,1,NaN,2,2
159,221,4,1,0,0,NaN,2,2
159,222,6,2,NaN,1,469,2,2
159,223,4,1,0,0,NaN,2,2
159,224,5,2,0,0,1055,2,2
159,225,6,2,NaN,1,526,2,2
159,226,4,2,1,1,1734,2,2
159,227,5,1,1,1,NaN,2,2
159,228,6,2,NaN,0,589,2,2
159,229,4,2,1,1,802,2,2
159,230,6,2,NaN,1,427,2,2
159,231,5,1,1,1,NaN,2,2
159,232,6,2,NaN,1,521,2,2
159,233,4,1,0,0,NaN,2,2
159,234,5,1,1,0,NaN,2,2
159,235,6,2,NaN,1,528,2,2
159,236,4,1,0,0,NaN,2,2
159,237,5,1,1,1,NaN,2,2
159,238,5,1,1,1,NaN,2,2
159,239,4,2,1,1,945,2,2
159,240,6,2,NaN,0,483,2,2
160,1,5,2,0,1,706,2,1
160,2,6,2,1,0,382,2,1
160,3,4,2,1,0,628,2,1
160,4,6,2,1,1,753,2,1
160,5,5,2,0,0,572,2,1
160,6,4,2,1,1,713,2,1
160,7,5,2,0,0,938,2,1
160,8,6,2,1,1,897,2,1
160,9,4,2,1,1,1011,2,1
160,10,6,2,1,1,1072,2,1
160,11,5,1,1,1,NaN,2,1
160,12,4,2,1,1,281,2,1
160,13,5,1,1,0,NaN,2,1
160,14,4,2,1,1,1060,2,1
160,15,6,2,1,1,908,2,1
160,16,6,2,1,1,662,2,1
160,17,4,2,1,1,681,2,1
160,18,5,1,1,1,NaN,2,1
160,19,6,2,1,0,545,2,1
160,20,5,2,0,1,405,2,1
160,21,4,2,1,0,816,2,1
160,22,6,2,1,1,526,2,1
160,23,4,1,0,0,NaN,2,1
160,24,5,2,0,1,463,2,1
160,25,4,1,0,0,NaN,2,1
160,26,6,1,0,0,NaN,2,1
160,27,5,2,0,1,698,2,1
160,28,6,1,0,0,NaN,2,1
160,29,5,2,0,0,402,2,1
160,30,4,2,1,0,732,2,1
160,31,4,1,0,0,NaN,2,1
160,32,5,2,0,0,623,2,1
160,33,6,1,0,0,NaN,2,1
160,34,4,1,0,0,NaN,2,1
160,35,6,1,0,1,NaN,2,1
160,36,5,2,0,0,598,2,1
160,37,6,2,1,0,373,2,1
160,38,5,1,1,1,NaN,2,1
160,39,4,1,0,0,NaN,2,1
160,40,6,2,1,1,501,2,1
160,41,4,1,0,1,NaN,2,1
160,42,5,2,0,0,410,2,1
160,43,6,2,1,1,372,2,1
160,44,4,2,1,1,347,2,1
160,45,5,1,1,1,NaN,2,1
160,46,6,2,1,1,337,2,1
160,47,5,2,0,0,353,2,1
160,48,4,2,1,1,343,2,1
160,49,4,2,1,1,398,2,1
160,50,5,2,0,0,494,2,1
160,51,6,2,1,1,315,2,1
160,52,5,1,1,1,NaN,2,1
160,53,6,2,1,1,501,2,1
160,54,4,2,1,1,370,2,1
160,55,4,2,1,1,486,2,1
160,56,5,2,0,0,267,2,1
160,57,6,2,1,1,348,2,1
160,58,6,2,1,1,544,2,1
160,59,5,1,1,1,NaN,2,1
160,60,4,2,1,1,421,2,1
160,61,6,2,1,1,665,2,1
160,62,5,2,0,0,574,2,1
160,63,4,2,1,0,282,2,1
160,64,5,2,0,1,548,2,1
160,65,6,2,1,1,273,2,1
160,66,4,2,1,1,377,2,1
160,67,5,1,1,0,NaN,2,1
160,68,4,2,1,1,522,2,1
160,69,6,2,1,1,264,2,1
160,70,4,2,1,1,316,2,1
160,71,6,2,1,1,460,2,1
160,72,5,1,1,1,NaN,2,1
160,73,4,2,1,1,346,2,1
160,74,5,2,0,1,477,2,1
160,75,6,2,1,1,331,2,1
160,76,6,2,1,1,331,2,1
160,77,4,2,1,1,303,2,1
160,78,5,2,0,0,740,2,1
160,79,5,2,0,1,286,2,1
160,80,6,2,1,0,465,2,1
160,81,4,2,1,1,505,2,1
160,82,5,1,1,1,NaN,2,1
160,83,6,1,0,0,NaN,2,1
160,84,4,2,1,0,437,2,1
160,85,6,1,0,0,NaN,2,1
160,86,5,2,0,0,494,2,1
160,87,4,1,0,0,NaN,2,1
160,88,6,1,0,0,NaN,2,1
160,89,5,1,1,0,NaN,2,1
160,90,4,2,1,1,701,2,1
160,91,6,2,1,0,440,2,1
160,92,5,1,1,0,NaN,2,1
160,93,4,2,1,1,427,2,1
160,94,5,1,1,1,NaN,2,1
160,95,4,2,1,1,560,2,1
160,96,6,1,0,0,NaN,2,1
160,97,6,1,0,0,NaN,2,1
160,98,4,2,1,1,429,2,1
160,99,5,2,0,0,691,2,1
160,100,4,2,1,0,368,2,1
160,101,6,2,1,1,297,2,1
160,102,5,2,0,0,576,2,1
160,103,5,1,1,1,NaN,2,1
160,104,6,2,1,1,339,2,1
160,105,4,1,0,0,NaN,2,1
160,106,6,2,1,1,322,2,1
160,107,4,1,0,0,NaN,2,1
160,108,5,2,0,0,332,2,1
160,109,4,1,0,1,NaN,2,1
160,110,6,2,1,1,332,2,1
160,111,5,1,1,1,NaN,2,1
160,112,5,2,0,0,454,2,1
160,113,6,2,1,1,663,2,1
160,114,4,2,1,1,316,2,1
160,115,6,2,1,0,494,2,1
160,116,5,2,0,0,274,2,1
160,117,4,2,1,1,1052,2,1
160,118,4,2,1,1,506,2,1
160,119,5,2,0,0,785,2,1
160,120,6,1,0,1,NaN,2,1
160,121,1,2,1,0,490,1,2
160,122,2,2,0,0,281,1,2
160,123,3,2,NaN,1,304,1,2
160,124,2,1,1,1,NaN,1,2
160,125,1,1,0,0,NaN,1,2
160,126,3,2,NaN,0,566,1,2
160,127,2,2,0,1,414,1,2
160,128,1,2,1,1,583,1,2
160,129,3,2,NaN,1,508,1,2
160,130,2,2,0,1,304,1,2
160,131,1,2,1,1,501,1,2
160,132,3,2,NaN,1,533,1,2
160,133,2,2,0,1,316,1,2
160,134,1,2,1,1,552,1,2
160,135,3,1,NaN,0,NaN,1,2
160,136,2,2,0,0,465,1,2
160,137,3,1,NaN,1,NaN,1,2
160,138,1,2,1,0,394,1,2
160,139,1,2,1,1,421,1,2
160,140,2,2,0,1,540,1,2
160,141,3,2,NaN,1,570,1,2
160,142,1,2,1,1,760,1,2
160,143,2,2,0,1,600,1,2
160,144,3,2,NaN,1,363,1,2
160,145,2,2,0,0,539,1,2
160,146,1,2,1,1,537,1,2
160,147,3,1,NaN,0,NaN,1,2
160,148,3,2,NaN,0,747,1,2
160,149,1,2,1,1,990,1,2
160,150,2,2,0,0,294,1,2
160,151,3,2,NaN,1,476,1,2
160,152,2,1,1,0,NaN,1,2
160,153,1,2,1,1,491,1,2
160,154,2,2,0,0,587,1,2
160,155,3,2,NaN,0,779,1,2
160,156,1,1,0,0,NaN,1,2
160,157,2,2,0,0,429,1,2
160,158,1,2,1,1,629,1,2
160,159,3,2,NaN,0,497,1,2
160,160,2,2,0,0,613,1,2
160,161,1,2,1,1,323,1,2
160,162,3,1,NaN,0,NaN,1,2
160,163,1,2,1,1,888,1,2
160,164,2,1,1,1,NaN,1,2
160,165,3,1,NaN,1,NaN,1,2
160,166,1,2,1,1,295,1,2
160,167,3,2,NaN,0,559,1,2
160,168,2,2,0,0,297,1,2
160,169,3,2,NaN,0,701,1,2
160,170,2,1,1,1,NaN,1,2
160,171,1,2,1,1,427,1,2
160,172,1,2,1,1,507,1,2
160,173,3,1,NaN,0,NaN,1,2
160,174,2,2,0,0,352,1,2
160,175,3,1,NaN,0,NaN,1,2
160,176,1,2,1,1,858,1,2
160,177,2,2,0,1,692,1,2
160,178,3,1,NaN,1,NaN,1,2
160,179,1,2,1,1,444,1,2
160,180,2,2,0,0,485,1,2
160,181,3,2,NaN,0,878,1,2
160,182,1,2,1,1,280,1,2
160,183,2,2,0,1,302,1,2
160,184,3,1,NaN,1,NaN,1,2
160,185,2,2,0,1,506,1,2
160,186,1,2,1,1,329,1,2
160,187,3,2,NaN,0,1278,1,2
160,188,2,2,0,0,611,1,2
160,189,1,2,1,1,649,1,2
160,190,1,2,1,1,425,1,2
160,191,3,2,NaN,1,750,1,2
160,192,2,2,0,1,387,1,2
160,193,3,2,NaN,0,741,1,2
160,194,1,2,1,1,390,1,2
160,195,2,2,0,0,537,1,2
160,196,3,1,NaN,1,NaN,1,2
160,197,2,2,0,1,483,1,2
160,198,1,2,1,1,301,1,2
160,199,3,1,NaN,1,NaN,1,2
160,200,2,2,0,0,369,1,2
160,201,1,2,1,1,309,1,2
160,202,2,2,0,0,1664,1,2
160,203,1,2,1,1,526,1,2
160,204,3,2,NaN,1,627,1,2
160,205,1,2,1,1,1062,1,2
160,206,3,2,NaN,0,412,1,2
160,207,2,2,0,0,732,1,2
160,208,2,1,1,1,NaN,1,2
160,209,1,2,1,1,293,1,2
160,210,3,2,NaN,1,578,1,2
160,211,2,2,0,0,1691,1,2
160,212,3,1,NaN,0,NaN,1,2
160,213,1,2,1,1,459,1,2
160,214,1,2,1,1,449,1,2
160,215,3,1,NaN,1,NaN,1,2
160,216,2,2,0,0,635,1,2
160,217,2,1,1,1,NaN,1,2
160,218,3,1,NaN,0,NaN,1,2
160,219,1,2,1,1,313,1,2
160,220,3,2,NaN,1,630,1,2
160,221,1,2,1,0,366,1,2
160,222,2,2,0,0,571,1,2
160,223,3,2,NaN,1,1113,1,2
160,224,1,1,0,0,NaN,1,2
160,225,2,2,0,0,556,1,2
160,226,3,2,NaN,0,1461,1,2
160,227,1,1,0,1,NaN,1,2
160,228,2,1,1,1,NaN,1,2
160,229,3,2,NaN,0,516,1,2
160,230,1,2,1,1,304,1,2
160,231,2,2,0,0,295,1,2
160,232,1,2,1,0,427,1,2
160,233,2,2,0,0,479,1,2
160,234,3,1,NaN,0,NaN,1,2
160,235,2,2,0,0,589,1,2
160,236,1,2,1,1,423,1,2
160,237,3,1,NaN,1,NaN,1,2
160,238,2,1,1,1,NaN,1,2
160,239,3,2,NaN,1,575,1,2
160,240,1,2,1,1,430,1,2
161,1,3,2,NaN,0,1304,1,1
161,2,1,2,1,0,975,1,1
