sub,t,s,a,acc,r,rt,cond,block
161,3,2,2,0,0,553,1,1
161,4,3,2,NaN,0,614,1,1
161,5,2,1,1,1,NaN,1,1
161,6,1,1,0,1,NaN,1,1
161,7,3,1,NaN,0,NaN,1,1
161,8,1,1,0,1,NaN,1,1
161,9,2,1,1,0,NaN,1,1
161,10,2,1,1,1,NaN,1,1
161,11,1,1,0,0,NaN,1,1
161,12,3,2,NaN,0,519,1,1
161,13,3,2,NaN,0,795,1,1
161,14,1,2,1,1,554,1,1
161,15,2,2,0,1,483,1,1
161,16,3,1,NaN,0,NaN,1,1
161,17,1,2,1,1,522,1,1
161,18,2,2,0,0,500,1,1
161,19,3,1,NaN,1,NaN,1,1
161,20,1,2,1,1,607,1,1
161,21,2,1,1,1,NaN,1,1
161,22,3,1,NaN,1,NaN,1,1
161,23,2,1,1,1,NaN,1,1
161,24,1,2,1,0,473,1,1
161,25,1,2,1,1,645,1,1
161,26,2,1,1,0,NaN,1,1
161,27,3,1,NaN,1,NaN,1,1
161,28,2,1,1,0,NaN,1,1
161,29,3,1,NaN,0,NaN,1,1
161,30,1,2,1,1,692,1,1
161,31,3,1,NaN,0,NaN,1,1
161,32,1,2,1,1,697,1,1
161,33,2,1,1,1,NaN,1,1
161,34,2,1,1,0,NaN,1,1
161,35,1,2,1,1,570,1,1
161,36,3,1,NaN,0,NaN,1,1
161,37,1,2,1,1,603,1,1
161,38,3,1,NaN,0,NaN,1,1
161,39,2,1,1,1,NaN,1,1
161,40,1,2,1,1,528,1,1
161,41,2,1,1,1,NaN,1,1
161,42,3,1,NaN,1,NaN,1,1
161,43,2,1,1,1,NaN,1,1
161,44,3,1,NaN,1,NaN,1,1
161,45,1,2,1,1,551,1,1
161,46,2,1,1,1,NaN,1,1
161,47,3,1,NaN,0,NaN,1,1
161,48,1,2,1,1,505,1,1
161,49,2,1,1,0,NaN,1,1
161,50,3,1,NaN,0,NaN,1,1
161,51,1,2,1,1,484,1,1
161,52,1,2,1,1,642,1,1
161,53,2,1,1,0,NaN,1,1
161,54,3,1,NaN,1,NaN,1,1
161,55,3,1,NaN,0,NaN,1,1
161,56,1,2,1,1,494,1,1
161,57,2,1,1,1,NaN,1,1
161,58,3,1,NaN,0,NaN,1,1
161,59,2,1,1,1,NaN,1,1
161,60,1,2,1,1,543,1,1
161,61,2,1,1,1,NaN,1,1
161,62,1,2,1,1,506,1,1
161,63,3,1,NaN,0,NaN,1,1
161,64,2,1,1,1,NaN,1,1
161,65,1,2,1,1,482,1,1
161,66,3,1,NaN,0,NaN,1,1
161,67,2,1,1,1,NaN,1,1
161,68,1,2,1,0,591,1,1
161,69,3,1,NaN,1,NaN,1,1
161,70,1,2,1,1,537,1,1
161,71,3,1,NaN,1,NaN,1,1
161,72,2,1,1,1,NaN,1,1
161,73,1,2,1,1,618,1,1
161,74,2,1,1,1,NaN,1,1
161,75,3,1,NaN,1,NaN,1,1
161,76,1,2,1,0,442,1,1
161,77,2,1,1,1,NaN,1,1
161,78,3,1,NaN,1,NaN,1,1
161,79,3,1,NaN,0,NaN,1,1
161,80,1,2,1,1,537,1,1
161,81,2,1,1,0,NaN,1,1
161,82,2,1,1,1,NaN,1,1
161,83,1,2,1,1,505,1,1
161,84,3,1,NaN,1,NaN,1,1
161,85,3,1,NaN,0,NaN,1,1
161,86,1,2,1,1,549,1,1
161,87,2,1,1,1,NaN,1,1
161,88,3,1,NaN,0,NaN,1,1
161,89,2,1,1,0,NaN,1,1
161,90,1,2,1,0,469,1,1
161,91,2,1,1,0,NaN,1,1
161,92,1,2,1,1,488,1,1
161,93,3,1,NaN,0,NaN,1,1
161,94,3,1,NaN,1,NaN,1,1
161,95,1,2,1,1,504,1,1
161,96,2,1,1,1,NaN,1,1
161,97,2,1,1,1,NaN,1,1
161,98,1,2,1,1,663,1,1
161,99,3,1,NaN,0,NaN,1,1
161,100,3,1,NaN,1,NaN,1,1
161,101,2,1,1,1,NaN,1,1
161,102,1,2,1,1,525,1,1
161,103,1,2,1,0,567,1,1
161,104,3,1,NaN,1,NaN,1,1
161,105,2,1,1,1,NaN,1,1
161,106,2,1,1,1,NaN,1,1
161,107,1,2,1,0,563,1,1
161,108,3,1,NaN,0,NaN,1,1
161,109,2,1,1,1,NaN,1,1
161,110,3,1,NaN,1,NaN,1,1
161,111,1,2,1,0,494,1,1
161,112,1,2,1,1,623,1,1
161,113,2,1,1,1,NaN,1,1
161,114,3,1,NaN,0,NaN,1,1
161,115,3,1,NaN,0,NaN,1,1
161,116,2,1,1,1,NaN,1,1
161,117,1,2,1,1,524,1,1
161,118,3,1,NaN,0,NaN,1,1
161,119,1,2,1,1,513,1,1
161,120,2,1,1,1,NaN,1,1
161,121,5,2,0,0,1488,2,2
161,122,6,2,NaN,1,484,2,2
161,123,4,2,1,1,439,2,2
161,124,6,2,NaN,1,504,2,2
161,125,4,2,1,1,440,2,2
161,126,5,2,0,0,481,2,2
161,127,5,1,1,1,NaN,2,2
161,128,4,2,1,0,404,2,2
161,129,6,2,NaN,1,461,2,2
161,130,4,2,1,1,487,2,2
161,131,5,1,1,1,NaN,2,2
161,132,6,2,NaN,1,896,2,2
161,133,4,2,1,1,413,2,2
161,134,6,2,NaN,1,482,2,2
161,135,5,1,1,1,NaN,2,2
161,136,4,2,1,1,452,2,2
161,137,5,2,0,0,457,2,2
161,138,6,2,NaN,1,551,2,2
161,139,6,2,NaN,1,549,2,2
161,140,4,2,1,1,529,2,2
161,141,5,1,1,1,NaN,2,2
161,142,5,1,1,1,NaN,2,2
161,143,4,2,1,1,463,2,2
161,144,6,2,NaN,0,434,2,2
161,145,4,2,1,1,529,2,2
161,146,6,2,NaN,1,484,2,2
161,147,5,1,1,1,NaN,2,2
161,148,5,1,1,1,NaN,2,2
161,149,4,2,1,0,461,2,2
161,150,6,2,NaN,1,507,2,2
161,151,4,2,1,1,552,2,2
161,152,5,1,1,1,NaN,2,2
161,153,6,2,NaN,1,451,2,2
161,154,5,1,1,1,NaN,2,2
161,155,6,2,NaN,1,557,2,2
161,156,4,2,1,1,479,2,2
161,157,6,2,NaN,1,459,2,2
161,158,4,2,1,0,638,2,2
161,159,5,1,1,0,NaN,2,2
161,160,5,1,1,1,NaN,2,2
161,161,4,2,1,1,463,2,2
161,162,6,2,NaN,1,480,2,2
161,163,5,1,1,1,NaN,2,2
161,164,6,2,NaN,1,424,2,2
161,165,4,2,1,0,482,2,2
161,166,5,1,1,1,NaN,2,2
161,167,6,2,NaN,0,405,2,2
161,168,4,2,1,0,509,2,2
161,169,6,2,NaN,1,641,2,2
161,170,4,2,1,1,553,2,2
161,171,5,1,1,1,NaN,2,2
161,172,5,2,0,1,447,2,2
161,173,6,2,NaN,1,460,2,2
161,174,4,2,1,1,477,2,2
161,175,4,2,1,1,483,2,2
161,176,6,2,NaN,1,527,2,2
161,177,5,1,1,1,NaN,2,2
161,178,6,2,NaN,1,495,2,2
161,179,4,2,1,0,527,2,2
161,180,5,1,1,0,NaN,2,2
161,181,6,2,NaN,0,997,2,2
161,182,5,1,1,1,NaN,2,2
161,183,4,2,1,1,511,2,2
161,184,5,1,1,1,NaN,2,2
161,185,6,2,NaN,1,470,2,2
161,186,4,2,1,1,575,2,2
161,187,4,2,1,1,553,2,2
161,188,5,1,1,1,NaN,2,2
161,189,6,2,NaN,1,431,2,2
161,190,6,2,NaN,1,415,2,2
161,191,4,2,1,1,463,2,2
161,192,5,1,1,1,NaN,2,2
161,193,6,2,NaN,1,431,2,2
161,194,4,2,1,1,459,2,2
161,195,5,1,1,1,NaN,2,2
161,196,6,2,NaN,1,409,2,2
161,197,5,1,1,1,NaN,2,2
161,198,4,2,1,0,386,2,2
161,199,5,1,1,1,NaN,2,2
161,200,6,2,NaN,1,432,2,2
161,201,4,2,1,0,463,2,2
161,202,6,2,NaN,1,526,2,2
161,203,5,1,1,1,NaN,2,2
161,204,4,2,1,1,656,2,2
161,205,5,1,1,0,NaN,2,2
161,206,4,2,1,1,586,2,2
161,207,6,2,NaN,1,416,2,2
161,208,6,2,NaN,1,483,2,2
161,209,5,1,1,1,NaN,2,2
161,210,4,2,1,1,496,2,2
161,211,6,2,NaN,1,461,2,2
161,212,5,1,1,1,NaN,2,2
161,213,4,2,1,0,429,2,2
161,214,5,1,1,1,NaN,2,2
161,215,4,2,1,1,520,2,2
161,216,6,2,NaN,1,463,2,2
161,217,6,2,NaN,1,596,2,2
161,218,4,2,1,0,621,2,2
161,219,5,1,1,0,NaN,2,2
161,220,6,2,NaN,0,407,2,2
161,221,4,2,1,1,596,2,2
161,222,5,1,1,1,NaN,2,2
161,223,4,2,1,1,453,2,2
161,224,5,1,1,1,NaN,2,2
161,225,6,2,NaN,1,469,2,2
161,226,6,2,NaN,0,530,2,2
161,227,4,2,1,1,528,2,2
161,228,5,1,1,0,NaN,2,2
161,229,5,1,1,1,NaN,2,2
161,230,4,2,1,1,441,2,2
161,231,6,2,NaN,0,441,2,2
161,232,4,2,1,1,507,2,2
161,233,6,2,NaN,1,508,2,2
161,234,5,1,1,0,NaN,2,2
161,235,5,1,1,1,NaN,2,2
161,236,6,2,NaN,1,446,2,2
161,237,4,2,1,1,483,2,2
161,238,4,2,1,1,462,2,2
161,239,5,1,1,1,NaN,2,2
161,240,6,2,NaN,1,450,2,2
162,1,6,2,1,0,721,2,1
162,2,4,2,1,0,655,2,1
162,3,5,2,0,0,500,2,1
162,4,6,2,1,0,1087,2,1
162,5,4,2,1,1,712,2,1
162,6,5,2,0,0,520,2,1
162,7,4,2,1,0,563,2,1
162,8,6,2,1,1,1025,2,1
162,9,5,2,0,1,747,2,1
162,10,6,2,1,1,1041,2,1
162,11,5,2,0,1,729,2,1
162,12,4,1,0,0,NaN,2,1
162,13,5,2,0,0,834,2,1
162,14,4,1,0,1,NaN,2,1
162,15,6,2,1,0,578,2,1
162,16,4,2,1,1,1356,2,1
162,17,5,1,1,1,NaN,2,1
162,18,6,1,0,1,NaN,2,1
162,19,4,2,1,0,991,2,1
162,20,5,2,0,0,819,2,1
162,21,6,2,1,1,393,2,1
162,22,6,2,1,0,963,2,1
162,23,5,1,1,0,NaN,2,1
162,24,4,2,1,1,542,2,1
162,25,6,2,1,1,490,2,1
162,26,4,2,1,1,1185,2,1
162,27,5,1,1,1,NaN,2,1
162,28,4,2,1,1,642,2,1
162,29,5,1,1,0,NaN,2,1
162,30,6,2,1,1,556,2,1
162,31,6,1,0,0,NaN,2,1
162,32,4,2,1,1,566,2,1
162,33,5,1,1,1,NaN,2,1
162,34,5,1,1,0,NaN,2,1
162,35,6,2,1,1,1309,2,1
162,36,4,2,1,1,805,2,1
162,37,6,1,0,1,NaN,2,1
162,38,4,2,1,1,506,2,1
162,39,5,1,1,0,NaN,2,1
162,40,5,2,0,0,946,2,1
162,41,6,2,1,1,1031,2,1
162,42,4,2,1,1,572,2,1
162,43,6,2,1,1,1195,2,1
162,44,5,1,1,0,NaN,2,1
162,45,4,2,1,1,584,2,1
162,46,6,2,1,1,543,2,1
162,47,5,1,1,0,NaN,2,1
162,48,4,2,1,1,499,2,1
162,49,6,2,1,0,531,2,1
162,50,5,1,1,1,NaN,2,1
162,51,4,2,1,1,549,2,1
162,52,4,2,1,1,1087,2,1
162,53,5,1,1,1,NaN,2,1
162,54,6,2,1,1,828,2,1
162,55,5,2,0,0,839,2,1
162,56,4,2,1,0,484,2,1
162,57,6,2,1,1,376,2,1
162,58,4,2,1,0,465,2,1
162,59,6,2,1,1,1398,2,1
162,60,5,1,1,1,NaN,2,1
162,61,4,2,1,1,1051,2,1
162,62,5,2,0,0,1005,2,1
162,63,6,2,1,1,389,2,1
162,64,6,2,1,1,831,2,1
162,65,4,2,1,1,693,2,1
162,66,5,1,1,1,NaN,2,1
162,67,6,2,1,1,452,2,1
162,68,5,1,1,0,NaN,2,1
162,69,4,2,1,1,461,2,1
162,70,5,1,1,0,NaN,2,1
162,71,6,2,1,1,600,2,1
162,72,4,2,1,1,694,2,1
162,73,5,1,1,1,NaN,2,1
162,74,4,2,1,1,543,2,1
162,75,6,2,1,1,696,2,1
162,76,4,2,1,0,834,2,1
162,77,5,2,0,1,1342,2,1
162,78,6,2,1,1,857,2,1
162,79,4,2,1,1,545,2,1
162,80,6,2,1,1,747,2,1
162,81,5,1,1,1,NaN,2,1
162,82,4,2,1,1,576,2,1
162,83,5,1,1,0,NaN,2,1
162,84,6,2,1,1,519,2,1
162,85,4,2,1,1,625,2,1
162,86,6,2,1,1,761,2,1
162,87,5,1,1,1,NaN,2,1
162,88,4,2,1,1,420,2,1
162,89,6,2,1,1,403,2,1
162,90,5,1,1,1,NaN,2,1
162,91,6,2,1,1,441,2,1
162,92,4,2,1,1,385,2,1
162,93,5,2,0,1,402,2,1
162,94,4,2,1,1,597,2,1
162,95,6,2,1,1,512,2,1
162,96,5,1,1,1,NaN,2,1
162,97,5,2,0,0,331,2,1
162,98,4,2,1,1,352,2,1
162,99,6,2,1,1,443,2,1
162,100,6,2,1,1,724,2,1
162,101,4,2,1,1,486,2,1
162,102,5,1,1,1,NaN,2,1
162,103,4,2,1,0,456,2,1
162,104,5,2,0,1,757,2,1
162,105,6,2,1,1,380,2,1
162,106,4,2,1,0,433,2,1
162,107,5,2,0,0,470,2,1
162,108,6,2,1,0,420,2,1
162,109,6,2,1,1,936,2,1
162,110,5,2,0,0,1173,2,1
162,111,4,2,1,1,408,2,1
162,112,6,2,1,0,419,2,1
162,113,5,1,1,1,NaN,2,1
162,114,4,2,1,1,459,2,1
162,115,4,2,1,1,1030,2,1
162,116,6,1,0,0,NaN,2,1
162,117,5,2,0,0,466,2,1
162,118,4,2,1,0,428,2,1
162,119,5,1,1,1,NaN,2,1
162,120,6,2,1,1,946,2,1
162,121,3,2,NaN,0,1315,1,2
162,122,2,2,0,0,959,1,2
162,123,1,2,1,0,1163,1,2
162,124,1,1,0,0,NaN,1,2
162,125,3,2,NaN,0,510,1,2
162,126,2,1,1,1,NaN,1,2
162,127,3,2,NaN,0,1236,1,2
162,128,2,2,0,0,572,1,2
162,129,1,1,0,0,NaN,1,2
162,130,3,1,NaN,0,NaN,1,2
162,131,1,1,0,0,NaN,1,2
162,132,2,2,0,0,801,1,2
162,133,1,1,0,0,NaN,1,2
162,134,2,1,1,0,NaN,1,2
162,135,3,1,NaN,0,NaN,1,2
162,136,3,1,NaN,1,NaN,1,2
162,137,2,1,1,1,NaN,1,2
162,138,1,2,1,1,468,1,2
162,139,3,2,NaN,0,510,1,2
162,140,1,2,1,0,1043,1,2
162,141,2,2,0,0,490,1,2
162,142,2,2,0,0,705,1,2
162,143,1,1,0,0,NaN,1,2
162,144,3,2,NaN,0,554,1,2
162,145,2,1,1,0,NaN,1,2
162,146,1,1,0,0,NaN,1,2
162,147,3,1,NaN,1,NaN,1,2
162,148,2,2,0,0,519,1,2
162,149,3,2,NaN,0,720,1,2
162,150,1,2,1,0,1163,1,2
162,151,2,1,1,1,NaN,1,2
162,152,3,2,NaN,1,640,1,2
162,153,1,2,1,1,471,1,2
162,154,1,1,0,0,NaN,1,2
162,155,2,1,1,1,NaN,1,2
162,156,3,2,NaN,1,514,1,2
162,157,1,1,0,0,NaN,1,2
162,158,2,2,0,0,680,1,2
162,159,3,2,NaN,0,471,1,2
162,160,1,1,0,1,NaN,1,2
162,161,3,2,NaN,0,709,1,2
162,162,2,1,1,0,NaN,1,2
162,163,1,1,0,0,NaN,1,2
162,164,2,2,0,1,467,1,2
162,165,3,2,NaN,0,421,1,2
162,166,3,2,NaN,1,1155,1,2
162,167,2,2,0,0,1287,1,2
162,168,1,2,1,0,1390,1,2
162,169,1,1,0,0,NaN,1,2
162,170,3,2,NaN,1,475,1,2
162,171,2,1,1,1,NaN,1,2
162,172,1,2,1,1,531,1,2
162,173,2,1,1,0,NaN,1,2
162,174,3,2,NaN,1,410,1,2
162,175,1,1,0,1,NaN,1,2
162,176,3,2,NaN,1,543,1,2
162,177,2,1,1,1,NaN,1,2
162,178,3,2,NaN,1,726,1,2
162,179,1,1,0,0,NaN,1,2
162,180,2,2,0,0,684,1,2
162,181,1,1,0,0,NaN,1,2
162,182,2,2,0,0,1419,1,2
162,183,3,2,NaN,1,358,1,2
162,184,1,1,0,0,NaN,1,2
162,185,3,2,NaN,0,499,1,2
162,186,2,1,1,1,NaN,1,2
162,187,2,2,0,0,980,1,2
162,188,3,2,NaN,1,960,1,2
162,189,1,2,1,1,1312,1,2
162,190,3,2,NaN,0,861,1,2
162,191,2,2,0,0,671,1,2
162,192,1,2,1,1,313,1,2
162,193,2,1,1,1,NaN,1,2
162,194,3,2,NaN,1,767,1,2
162,195,1,2,1,1,444,1,2
162,196,3,2,NaN,1,425,1,2
162,197,1,1,0,0,NaN,1,2
162,198,2,1,1,1,NaN,1,2
162,199,3,2,NaN,1,435,1,2
162,200,2,2,0,1,1022,1,2
162,201,1,2,1,1,446,1,2
162,202,1,1,0,0,NaN,1,2
162,203,3,2,NaN,1,491,1,2
162,204,2,1,1,0,NaN,1,2
162,205,2,1,1,0,NaN,1,2
162,206,1,1,0,0,NaN,1,2
162,207,3,2,NaN,1,419,1,2
162,208,2,1,1,0,NaN,1,2
162,209,1,2,1,1,699,1,2
162,210,3,2,NaN,0,464,1,2
162,211,1,2,1,0,887,1,2
162,212,2,2,0,1,525,1,2
162,213,3,2,NaN,0,407,1,2
162,214,1,1,0,0,NaN,1,2
162,215,3,1,NaN,1,NaN,1,2
162,216,2,1,1,1,NaN,1,2
162,217,3,2,NaN,1,723,1,2
162,218,1,2,1,0,831,1,2
162,219,2,1,1,1,NaN,1,2
162,220,2,1,1,0,NaN,1,2
162,221,1,1,0,0,NaN,1,2
162,222,3,2,NaN,0,493,1,2
162,223,3,1,NaN,0,NaN,1,2
162,224,1,2,1,0,460,1,2
162,225,2,2,0,1,508,1,2
162,226,1,1,0,0,NaN,1,2
162,227,2,1,1,0,NaN,1,2
162,228,3,2,NaN,0,605,1,2
162,229,3,1,NaN,1,NaN,1,2
162,230,1,2,1,1,1032,1,2
162,231,2,1,1,1,NaN,1,2
162,232,2,1,1,1,NaN,1,2
162,233,3,2,NaN,1,537,1,2
162,234,1,2,1,1,759,1,2
162,235,3,2,NaN,0,639,1,2
162,236,2,2,0,0,881,1,2
162,237,1,1,0,0,NaN,1,2
162,238,2,2,0,0,617,1,2
162,239,1,2,1,1,1191,1,2
162,240,3,2,NaN,0,396,1,2
163,1,6,1,0,0,NaN,2,1
163,2,4,2,1,1,623,2,1
163,3,5,2,0,0,733,2,1
163,4,5,2,0,1,559,2,1
163,5,6,1,0,0,NaN,2,1
163,6,4,2,1,1,440,2,1
163,7,6,1,0,0,NaN,2,1
163,8,4,2,1,1,619,2,1
163,9,5,2,0,0,581,2,1
163,10,5,2,0,0,658,2,1
163,11,6,1,0,0,NaN,2,1
163,12,4,2,1,1,440,2,1
163,13,6,1,0,0,NaN,2,1
163,14,5,1,1,1,NaN,2,1
163,15,4,2,1,1,451,2,1
163,16,4,2,1,1,557,2,1
163,17,5,1,1,1,NaN,2,1
163,18,6,1,0,1,NaN,2,1
163,19,6,1,0,1,NaN,2,1
163,20,4,2,1,1,402,2,1
163,21,5,1,1,1,NaN,2,1
163,22,6,1,0,1,NaN,2,1
163,23,4,2,1,1,349,2,1
163,24,5,2,0,0,357,2,1
163,25,6,2,1,1,309,2,1
163,26,5,2,0,0,573,2,1
163,27,4,2,1,0,525,2,1
163,28,6,2,1,1,1068,2,1
163,29,4,2,1,1,612,2,1
163,30,5,1,1,0,NaN,2,1
163,31,6,2,1,1,345,2,1
163,32,5,1,1,0,NaN,2,1
163,33,4,2,1,0,369,2,1
163,34,5,1,1,0,NaN,2,1
163,35,6,2,1,1,415,2,1
163,36,4,2,1,0,611,2,1
163,37,4,2,1,1,957,2,1
163,38,5,1,1,1,NaN,2,1
163,39,6,2,1,0,362,2,1
163,40,6,1,0,0,NaN,2,1
163,41,4,2,1,1,392,2,1
163,42,5,1,1,1,NaN,2,1
163,43,5,2,0,0,673,2,1
163,44,6,1,0,0,NaN,2,1
163,45,4,2,1,1,378,2,1
163,46,5,1,1,1,NaN,2,1
163,47,4,2,1,0,562,2,1
163,48,6,1,0,0,NaN,2,1
163,49,4,2,1,1,943,2,1
163,50,5,2,0,1,956,2,1
163,51,6,1,0,1,NaN,2,1
163,52,6,2,1,1,520,2,1
163,53,4,2,1,1,588,2,1
163,54,5,2,0,0,1245,2,1
163,55,4,2,1,0,365,2,1
163,56,5,2,0,0,1045,2,1
163,57,6,2,1,1,261,2,1
163,58,6,2,1,1,500,2,1
163,59,4,2,1,1,366,2,1
163,60,5,1,1,0,NaN,2,1
163,61,4,2,1,1,551,2,1
163,62,5,1,1,1,NaN,2,1
163,63,6,2,1,0,350,2,1
163,64,4,2,1,1,334,2,1
163,65,5,2,0,0,444,2,1
163,66,6,2,1,1,350,2,1
163,67,6,2,1,1,606,2,1
163,68,4,2,1,1,406,2,1
163,69,5,1,1,1,NaN,2,1
163,70,5,2,0,0,762,2,1
163,71,4,2,1,1,505,2,1
163,72,6,2,1,1,332,2,1
163,73,4,2,1,1,565,2,1
163,74,6,2,1,1,646,2,1
163,75,5,1,1,0,NaN,2,1
163,76,6,2,1,1,488,2,1
163,77,5,1,1,1,NaN,2,1
163,78,4,2,1,1,392,2,1
163,79,5,1,1,1,NaN,2,1
163,80,4,2,1,1,522,2,1
163,81,6,2,1,1,379,2,1
163,82,4,2,1,1,476,2,1
163,83,5,2,0,0,349,2,1
163,84,6,2,1,1,436,2,1
163,85,6,2,1,0,699,2,1
163,86,4,2,1,1,366,2,1
163,87,5,1,1,1,NaN,2,1
163,88,4,2,1,1,446,2,1
163,89,6,2,1,1,453,2,1
163,90,5,1,1,1,NaN,2,1
163,91,4,2,1,1,561,2,1
163,92,5,1,1,0,NaN,2,1
163,93,6,2,1,1,458,2,1
163,94,6,2,1,1,750,2,1
163,95,5,2,0,1,740,2,1
163,96,4,2,1,0,445,2,1
163,97,4,2,1,1,634,2,1
163,98,5,2,0,1,981,2,1
163,99,6,2,1,1,444,2,1
163,100,4,2,1,1,409,2,1
163,101,5,1,1,1,NaN,2,1
163,102,6,2,1,1,310,2,1
163,103,4,2,1,0,501,2,1
163,104,6,2,1,1,388,2,1
163,105,5,2,0,0,366,2,1
163,106,6,2,1,1,640,2,1
163,107,5,1,1,1,NaN,2,1
163,108,4,2,1,1,415,2,1
163,109,6,2,1,1,387,2,1
163,110,4,2,1,1,517,2,1
163,111,5,2,0,0,374,2,1
163,112,5,2,0,1,292,2,1
163,113,4,2,1,1,534,2,1
163,114,6,2,1,0,422,2,1
163,115,4,2,1,1,547,2,1
163,116,5,2,0,0,820,2,1
163,117,6,2,1,1,300,2,1
163,118,5,2,0,0,964,2,1
163,119,4,2,1,0,380,2,1
163,120,6,2,1,1,279,2,1
163,121,1,2,1,1,870,1,2
163,122,3,2,NaN,1,473,1,2
163,123,2,2,0,0,412,1,2
163,124,3,2,NaN,0,543,1,2
163,125,1,1,0,1,NaN,1,2
163,126,2,2,0,1,1757,1,2
163,127,1,2,1,1,1094,1,2
163,128,2,2,0,0,861,1,2
163,129,3,2,NaN,0,676,1,2
163,130,3,2,NaN,0,796,1,2
163,131,1,2,1,1,595,1,2
163,132,2,1,1,1,NaN,1,2
163,133,1,2,1,1,630,1,2
163,134,3,1,NaN,0,NaN,1,2
163,135,2,1,1,1,NaN,1,2
163,136,3,1,NaN,1,NaN,1,2
163,137,1,2,1,1,493,1,2
163,138,2,1,1,1,NaN,1,2
163,139,2,2,0,0,1007,1,2
163,140,3,2,NaN,1,1055,1,2
163,141,1,2,1,1,372,1,2
163,142,2,1,1,1,NaN,1,2
163,143,1,2,1,1,553,1,2
163,144,3,1,NaN,1,NaN,1,2
163,145,1,2,1,1,544,1,2
163,146,2,2,0,1,446,1,2
163,147,3,2,NaN,0,348,1,2
163,148,2,2,0,0,741,1,2
163,149,1,2,1,1,316,1,2
163,150,3,1,NaN,0,NaN,1,2
163,151,3,2,NaN,1,938,1,2
163,152,2,1,1,1,NaN,1,2
163,153,1,2,1,1,334,1,2
163,154,2,2,0,0,348,1,2
163,155,1,2,1,1,571,1,2
163,156,3,2,NaN,0,1014,1,2
163,157,3,2,NaN,0,756,1,2
163,158,1,2,1,1,332,1,2
163,159,2,1,1,1,NaN,1,2
163,160,2,1,1,1,NaN,1,2
163,161,3,1,NaN,1,NaN,1,2
163,162,1,2,1,1,347,1,2
163,163,1,2,1,1,554,1,2
163,164,3,2,NaN,0,579,1,2
163,165,2,2,0,0,861,1,2
163,166,3,2,NaN,0,651,1,2
163,167,1,2,1,0,501,1,2
163,168,2,2,0,0,870,1,2
163,169,2,1,1,1,NaN,1,2
163,170,1,2,1,1,465,1,2
163,171,3,1,NaN,0,NaN,1,2
163,172,2,2,0,0,1726,1,2
163,173,3,2,NaN,1,1123,1,2
163,174,1,2,1,0,461,1,2
163,175,3,1,NaN,1,NaN,1,2
163,176,2,2,0,0,993,1,2
163,177,1,2,1,1,459,1,2
163,178,2,2,0,0,540,1,2
163,179,3,2,NaN,1,309,1,2
163,180,1,2,1,1,483,1,2
163,181,2,1,1,1,NaN,1,2
163,182,3,2,NaN,0,351,1,2
163,183,1,2,1,1,476,1,2
163,184,2,2,0,0,788,1,2
163,185,3,2,NaN,1,306,1,2
163,186,1,2,1,1,557,1,2
163,187,3,1,NaN,1,NaN,1,2
163,188,2,1,1,1,NaN,1,2
163,189,1,2,1,1,501,1,2
163,190,1,2,1,0,659,1,2
163,191,3,1,NaN,1,NaN,1,2
163,192,2,2,0,0,574,1,2
163,193,3,2,NaN,0,354,1,2
163,194,2,1,1,1,NaN,1,2
163,195,1,2,1,0,385,1,2
163,196,1,2,1,1,452,1,2
163,197,2,2,0,0,605,1,2
163,198,3,2,NaN,1,364,1,2
163,199,3,1,NaN,0,NaN,1,2
163,200,2,2,0,1,1223,1,2
163,201,1,2,1,1,375,1,2
163,202,3,1,NaN,1,NaN,1,2
163,203,1,2,1,0,384,1,2
163,204,2,2,0,0,429,1,2
163,205,2,2,0,0,555,1,2
163,206,1,2,1,1,522,1,2
163,207,3,2,NaN,0,373,1,2
163,208,3,2,NaN,1,593,1,2
163,209,2,2,0,1,974,1,2
163,210,1,2,1,1,470,1,2
163,211,3,1,NaN,1,NaN,1,2
163,212,1,2,1,1,507,1,2
163,213,2,1,1,0,NaN,1,2
163,214,2,2,0,0,1021,1,2
163,215,3,2,NaN,1,427,1,2
163,216,1,2,1,1,340,1,2
163,217,1,2,1,1,598,1,2
163,218,2,1,1,1,NaN,1,2
163,219,3,2,NaN,1,328,1,2
163,220,1,2,1,1,403,1,2
163,221,2,1,1,0,NaN,1,2
163,222,3,2,NaN,1,375,1,2
163,223,1,2,1,1,373,1,2
163,224,3,1,NaN,0,NaN,1,2
163,225,2,2,0,1,1152,1,2
163,226,1,2,1,1,341,1,2
163,227,2,1,1,1,NaN,1,2
163,228,3,1,NaN,0,NaN,1,2
163,229,1,2,1,1,322,1,2
163,230,3,1,NaN,0,NaN,1,2
163,231,2,1,1,1,NaN,1,2
163,232,3,2,NaN,1,413,1,2
163,233,1,2,1,0,475,1,2
163,234,2,2,0,0,331,1,2
163,235,3,2,NaN,1,317,1,2
163,236,1,2,1,1,413,1,2
163,237,2,1,1,1,NaN,1,2
163,238,2,2,0,0,1250,1,2
163,239,1,2,1,1,514,1,2
163,240,3,2,NaN,1,1212,1,2
164,1,6,1,0,1,NaN,2,1
164,2,4,1,0,1,NaN,2,1
164,3,5,2,0,0,1740,2,1
164,4,6,2,1,1,428,2,1
164,5,4,2,1,1,394,2,1
164,6,5,1,1,1,NaN,2,1
164,7,5,2,0,1,816,2,1
164,8,6,2,1,1,382,2,1
164,9,4,2,1,0,419,2,1
